image_path,folder_name,class_index,organism,imaging_type,standardized_class_name,filename
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_52.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_52.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_46.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_46.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_48.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_48.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_49.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_49.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_7.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_7.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_14.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_14.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_15.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_15.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_6.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_6.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_17.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_17.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_4.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_4.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_5.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_5.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_12.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_12.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_1.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_1.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_39.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_39.png
Bacteria dataset/Candida albicans_gram stain/Candida albicans_gram stain_11.png,Candida albicans_gram stain,4,Candida albicans,gram stain,Candida albicans_gram stain,Candida albicans_gram stain_11.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_51.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_51.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_47.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_47.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_53.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_53.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_42.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_42.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_56.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_56.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_57.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_57.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_41.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_41.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_54.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_54.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_27.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_27.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_7.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_7.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_30.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_30.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_19.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_19.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_31.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_31.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_2.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_2.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_35.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_35.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_34.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_34.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_3.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_3.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_36.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_36.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_22.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_22.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_23.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_23.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_12.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_12.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_11.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_11.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_10.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_10.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_14.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_14.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_9.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_9.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_65.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_65.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_64.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_64.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_60.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_60.png
Bacteria dataset/Candida albicans_media plates/Candida albicans_media plates_61.png,Candida albicans_media plates,5,Candida albicans,media plate,Candida albicans_media plate,Candida albicans_media plates_61.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_23.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_23.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_22.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_22.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_2.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_2.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_20.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_20.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_34.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_34.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_35.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_35.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_21.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_21.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_7.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_7.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_19.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_19.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_31.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_31.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_30.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_30.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_24.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_24.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_18.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_18.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_6.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_6.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_4.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_4.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_32.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_32.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_27.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_27.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_5.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_5.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_8.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_8.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_16.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_16.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_17.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_17.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_9.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_9.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_15.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_15.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_29.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_29.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_28.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_28.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_14.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_14.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_10.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_10.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_11.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_11.png
Bacteria dataset/Clostridium sporogenes_gram stain/Clostridium sporogenes_gram stain_12.png,Clostridium sporogenes_gram stain,6,Clostridium sporogenes,gram stain,Clostridium sporogenes_gram stain,Clostridium sporogenes_gram stain_12.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_2.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_2.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_1.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_1.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_4.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_4.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_5.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_5.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_7.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_7.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_6.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_6.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_29.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_29.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_14.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_14.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_28.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_28.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_16.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_16.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_17.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_17.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_13.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_13.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_12.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_12.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_10.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_10.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_11.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_11.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_21.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_21.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_22.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_22.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_26.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_26.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_27.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_27.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_25.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_25.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_31.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_31.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_18.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_18.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_30.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_30.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_24.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_24.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_8.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_8.png
Bacteria dataset/Clostridium sporogenes_media plates/Clostridium sporogenes_media plates_9.png,Clostridium sporogenes_media plates,7,Clostridium sporogenes,media plate,Clostridium sporogenes_media plate,Clostridium sporogenes_media plates_9.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_11.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_11.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_8.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_8.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_9.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_9.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_10.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_10.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_12.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_12.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_13.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_13.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_16.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_16.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_28.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_28.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_29.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_29.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_30.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_30.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_24.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_24.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_18.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_18.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_1.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_1.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_25.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_25.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_27.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_27.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_2.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_2.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_3.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_3.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_32.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_32.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_26.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_26.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_22.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_22.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_36.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_36.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_7.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_7.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_37.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_37.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_23.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_23.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_35.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_35.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_5.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_5.png
Bacteria dataset/Enterococcus faecalis_gram stain/Enterococcus faecalis_gram stain_34.png,Enterococcus faecalis_gram stain,8,Enterococcus faecalis,gram stain,Enterococcus faecalis_gram stain,Enterococcus faecalis_gram stain_34.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_4.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_4.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_7.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_7.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_6.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_6.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_2.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_2.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_3.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_3.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_1.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_1.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_22.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_22.png
